goos: darwin
goarch: arm64
pkg: github.com/zhangyunhao116/gomapbench
cpu: Apple M1 Pro
BenchmarkMapIter/Int/6-10           	27202274	        45.06 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int64/65536-10         	174287455	         7.865 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int64/65536-10         	167385853	         7.095 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int64/65536-10         	174120673	         7.342 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int64/65536-10         	172525608	         9.172 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int64/65536-10         	157227561	         7.234 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int64/65536-10         	167813146	         7.822 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int64/65536-10         	163861840	         7.190 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int64/65536-10         	170766778	         7.283 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int64/65536-10         	162564627	         7.279 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int64/65536-10         	163047778	         7.119 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/6-10             	357512384	         3.446 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/6-10             	349101572	         3.442 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/6-10             	353000528	         3.465 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/6-10             	351385092	         3.443 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/6-10             	349304640	         3.421 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/6-10             	348307406	         3.391 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/6-10             	325413064	         3.386 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/6-10             	356845882	         3.570 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/6-10             	352512243	         3.378 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/6-10             	360553629	         3.377 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/12-10            	219390860	         6.638 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/12-10            	225819548	         6.096 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/12-10            	217173098	         5.547 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/12-10            	217415181	         5.471 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/12-10            	217465400	         6.790 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/12-10            	217603190	         5.449 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/12-10            	200818557	         5.495 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/12-10            	224517252	         5.395 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/12-10            	223088877	         6.606 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/12-10            	227452758	         5.342 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/18-10            	219403713	         5.535 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/18-10            	184495580	         5.520 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/18-10            	191818730	         5.374 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/18-10            	225388213	         5.393 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/18-10            	218962784	         5.394 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/18-10            	217172229	         5.508 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/18-10            	223156897	         5.384 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/18-10            	191464778	         5.469 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/18-10            	218090088	         5.516 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/18-10            	217585155	         5.416 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/24-10            	214012672	         5.509 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/24-10            	176639857	         6.521 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/24-10            	221260405	         6.341 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/24-10            	224070753	         5.409 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/24-10            	172773738	         6.919 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/24-10            	201515846	         6.644 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/24-10            	223116582	         5.763 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/24-10            	190985700	         5.373 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/24-10            	221347828	         5.699 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/24-10            	196173366	         5.377 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/30-10            	221824051	         5.458 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/30-10            	225317926	         6.023 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/30-10            	196606274	         5.676 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/30-10            	222434289	         5.335 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/30-10            	223700109	         6.671 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/30-10            	218421127	         5.416 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/30-10            	191885775	         5.643 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/30-10            	204861884	         5.613 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/30-10            	219822056	         5.537 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/30-10            	224349280	         5.990 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/64-10            	225718737	         5.339 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/64-10            	225036128	         6.689 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/64-10            	217361704	         5.668 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/64-10            	185006186	         5.645 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/64-10            	185377654	         5.596 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/64-10            	223707373	         5.331 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/64-10            	223597761	         5.647 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/64-10            	222972758	         5.387 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/64-10            	203032902	         5.771 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/64-10            	213279302	         5.857 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/128-10           	189245269	         5.454 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/128-10           	224088031	         5.534 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/128-10           	210719582	         5.322 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/128-10           	208298089	         9.212 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/128-10           	198226450	         5.444 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/128-10           	225464844	         5.885 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/128-10           	230679379	         5.690 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/128-10           	226856050	         5.903 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/128-10           	224048650	         6.508 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/128-10           	225843524	         5.514 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/256-10           	207372927	         5.349 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/256-10           	223478096	         5.305 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/256-10           	227574615	         5.300 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/256-10           	227304242	         5.308 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/256-10           	227206207	         5.263 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/256-10           	224349316	         5.321 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/256-10           	227757286	         5.968 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/256-10           	210726196	         5.710 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/256-10           	225723319	         5.331 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/256-10           	218774348	         5.397 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/512-10           	237740631	         4.912 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/512-10           	226819624	         4.961 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/512-10           	229227290	         4.869 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/512-10           	229904894	         4.946 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/512-10           	243572868	         5.001 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/512-10           	238434477	         5.116 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/512-10           	239459539	         5.015 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/512-10           	201820588	         5.085 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/512-10           	247180701	         4.834 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/512-10           	238283958	         5.302 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/1024-10          	225592426	         5.202 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/1024-10          	229498492	         5.230 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/1024-10          	226401193	         5.363 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/1024-10          	228315514	         5.278 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/1024-10          	225050371	         5.449 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/1024-10          	227553703	         6.459 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/1024-10          	228410942	         5.896 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/1024-10          	203753011	         5.865 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/1024-10          	218046926	         5.326 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/1024-10          	227149938	         5.551 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/2048-10          	218775178	         6.020 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/2048-10          	221257004	         5.752 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/2048-10          	222624595	         5.488 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/2048-10          	221363294	         5.980 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/2048-10          	218765656	         5.485 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/2048-10          	226716259	         5.470 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/2048-10          	215216203	         5.582 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/2048-10          	178193595	         5.994 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/2048-10          	211626758	         5.373 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/2048-10          	219284469	         5.669 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/4096-10          	205099060	         6.604 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/4096-10          	192193153	         5.922 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/4096-10          	203827411	         5.733 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/4096-10          	184827853	         6.081 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/4096-10          	206714398	         5.671 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/4096-10          	210768097	         5.804 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/4096-10          	210520852	         5.979 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/4096-10          	207889462	         6.188 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/4096-10          	192953006	         5.849 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/4096-10          	199818192	         5.892 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/8192-10          	178987411	         6.698 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/8192-10          	172236380	         6.734 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/8192-10          	184465742	         6.889 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/8192-10          	136272626	         7.368 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/8192-10          	183833138	         6.637 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/8192-10          	170721570	         6.609 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/8192-10          	174888235	         6.932 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/8192-10          	167739930	         7.145 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/8192-10          	153875571	         6.634 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/8192-10          	135382700	         8.476 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/65536-10         	153565266	         7.359 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/65536-10         	165346496	         7.657 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/65536-10         	165462600	         7.112 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/65536-10         	164605138	         7.531 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/65536-10         	143242440	         7.293 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/65536-10         	166760787	         8.130 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/65536-10         	153986880	         7.313 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/65536-10         	164998274	        10.55 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/65536-10         	147252942	         7.535 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Int32/65536-10         	165515205	         7.493 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/6-10               	132715034	         7.675 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/6-10               	142588882	         8.883 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/6-10               	137645241	         7.741 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/6-10               	156792512	         7.679 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/6-10               	156429199	         7.677 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/6-10               	156658363	         7.706 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/6-10               	156248168	         7.647 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/6-10               	156206896	         7.661 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/6-10               	156902371	         7.660 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/6-10               	156715273	         7.675 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/12-10              	139839189	         9.433 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/12-10              	134782910	         9.470 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/12-10              	129640062	         8.995 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/12-10              	128149516	         9.219 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/12-10              	129951166	         9.301 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/12-10              	100000000	        10.60 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/12-10              	128229364	         8.744 ns/op	       0 B/op	       0 allocs/op
